image_id,question,answer,options
81EnXJ5YxoL,What is the device's color?,Black,"['Black', 'Blue', 'White', 'Red']"
81EnXJ5YxoL,What button says hold?,Blue,"['Blue', 'Red', 'Black', 'Gray']"
81EnXJ5YxoL,What shape is the dial?,Circle,"['Circle', 'Square', 'Triangle', 'Rectangle']"
81Eo867Lf-L,What is the pattern's hue?,Black,"['Black', 'Red', 'Blue', 'Green']"
81Eo867Lf-L,What is the item?,Case,"['Case', 'Shirt', 'Socks', 'Scarf']"
81Eo867Lf-L,What is the item's tone?,Dark,"['Dark', 'Yellow', 'Orange', 'Light']"
81EoM6TG46L,What is the color?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81EoM6TG46L,What is the item?,Battery,"['Battery', 'Charger', 'Cable', 'Phone']"
81EoM6TG46L,How many items?,Twelve,"['Twelve', 'Three', 'One', 'Ten']"
81EoMzo6S1L,What is the item’s name?,BOOMER,"['BOOMER', 'SHOE', 'FOOTWEAR', 'FLATS']"
81EoMzo6S1L,What color is it?,Blue,"['Blue', 'Red', 'Yellow', 'Green']"
81EoMzo6S1L,What is the product type?,Shoe,"['Shoe', 'Shirt', 'Pants', 'Dress']"
81EoZLMwa9L,What is depicted?,Tissue,"['Tissue', 'Towels', 'Bottles', 'Boxes']"
81EoZLMwa9L,What is the tissue's color?,White,"['White', 'Orange', 'Green', 'Blue']"
81EoZLMwa9L,What count is present?,Fifteen,"['Fifteen', 'Two', 'Seven', 'One']"
81Eoe3wonAL,What color is predominant?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81Eoe3wonAL,What's the pattern style?,Striped,"['Striped', 'Floral', 'Polka', 'Solid']"
81Eoe3wonAL,How many holes are visible?,One,"['One', 'Two', 'Three', 'Zero']"
81Eos5GuonL,What number of items are present?,Four,"['Four', 'Three', 'Five', 'Two']"
81Eos5GuonL,What is the hue of these items?,Copper,"['Copper', 'Blue', 'Green', 'Yellow']"
81Eos5GuonL,What is their shape?,Round,"['Round', 'Square', 'Pyramid', 'Rectangular']"
81Eotffys0L,What is the item name?,item_name,"['item_name', 'product_type', 'color', 'pattern']"
81Eotffys0L,What is the predominant color?,Yellow,"['Yellow', 'Blue', 'Red', 'Green']"
81Eotffys0L,What is the product type?,product_type,"['product_type', 'item_name', 'color', 'size']"
81EoFJCNfYL,What color surrounds the middle?,Yellow,"['Yellow', 'Gray', 'Blue', 'Red']"
81EoFJCNfYL,What is the main color?,Gray,"['Gray', 'Green', 'White', 'Purple']"
81EoFJCNfYL,What shape is the object?,Rectangle,"['Rectangle', 'Square', 'Triangle', 'Circle']"
81EmNQw72+L,What is the dominant color?,Brown,"['Brown', 'Blue', 'Green', 'Purple']"
81EmNQw72+L,What is the product?,Case,"['Case', 'Charger', 'Holder', 'Screen']"
81EmNQw72+L,What is the item's shape?,Rectangle,"['Rectangle', 'Circle', 'Square', 'Triangle']"
81EmxKnzo-L,What color is this item?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81EmxKnzo-L,What is it?,Case,"['Case', 'Bottle', 'Book', 'Toy']"
81EmxKnzo-L,What kind of item is this?,Mobile,"['Mobile', 'Tablet', 'Laptop', 'Watch']"
81EF5TXhG5L,What color is the jar?,Black,"['Black', 'Silver', 'Green', 'White']"
81EF5TXhG5L,What is written on the label?,Protein,"['Protein', 'Vitamins', 'Energy', 'Fiber']"
81EF5TXhG5L,What is the flavor?,Vanilla,"['Vanilla', 'Chocolate', 'Strawberry', 'Banana']"
81Egopgd8XL,What is the shoe's hue?,Black,"['Black', 'White', 'Brown', 'Blue']"
81Egopgd8XL,What is it?,Shoe,"['Shoe', 'Shirt', 'Pants', 'Hat']"
81Egopgd8XL,Are laces visible?,Yes,"['Yes', 'No', 'Maybe', 'Unclear']"
81EaxDH2qUL,What is the prominent shape?,Stars,"['Stars', 'Circles', 'Squares', 'Triangles']"
81EaxDH2qUL,What is the pattern's color?,Yellow,"['Yellow', 'Green', 'Red', 'Blue']"
81EaxDH2qUL,What is this?,Case,"['Case', 'Bottle', 'Book', 'Box']"
81Eb0pM3AhL,What is the item color?,Gray,"['Gray', 'White', 'Black', 'Blue']"
81Eb0pM3AhL,How many drawers?,Three,"['Three', 'Two', 'Four', 'One']"
81Eb0pM3AhL,What type is it?,Dresser,"['Dresser', 'Chair', 'Table', 'Sofa']"
81Eb2Bf5dFL,What is the case's background color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81Eb2Bf5dFL,What word is written on the case?,Queen,"['Queen', 'King', 'Princess', 'Prince']"
81Eb2Bf5dFL,What type of item is it?,Case,"['Case', 'Book', 'Bottle', 'Towel']"
81EbOenFtFL,What is the color?,White,"['White', 'Green', 'Blue', 'Red']"
81EbOenFtFL,How many products?,Several,"['Several', 'One', 'Two', 'None']"
81EbOenFtFL,What is this?,Sheets,"['Sheets', 'Bottles', 'Pens', 'Boxes']"
81Ebb+oZxmL,What color is the item?,Gray,"['Gray', 'Blue', 'Red', 'Green']"
81Ebb+oZxmL,What type is this?,Chair,"['Chair', 'Sofa', 'Table', 'Lamp']"
81Ebb+oZxmL,Does the chair have wheels?,Yes,"['Yes', 'No', 'Maybe', 'Sometimes']"
81EbbVrtELL,What is the item material?,Leather,"['Leather', 'Plastic', 'Fabric', 'Metal']"
81EbbVrtELL,What is the item's color?,Black,"['Black', 'Red', 'Brown', 'Blue']"
81EbbVrtELL,What type of item?,Wallet,"['Wallet', 'Bag', 'Belt', 'Scarf']"
81EauJEinVL,What is the item's orientation?,Vertical,"['Vertical', 'Horizontal', 'Diagonal', 'Circular']"
81EauJEinVL,What is the primary color shown?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
81EauJEinVL,What kind of image is depicted?,Night,"['Night', 'Day', 'Sunset', 'Sunrise']"
81Ebc6QKMEL,What is the item's color?,Pink,"['Pink', 'Green', 'Blue', 'White']"
81Ebc6QKMEL,What's the item's product type?,Case,"['Case', 'Keyboard', 'Mouse', 'Charger']"
81Ebc6QKMEL,Is this object round?,No,"['No', 'Yes', 'Maybe', 'Partially']"
81Ebk6EJSCL,What shape are the stones?,Square,"['Square', 'Round', 'Oval', 'Triangle']"
81Ebk6EJSCL,What is the number of stones?,Three,"['Three', 'One', 'Two', 'Five']"
81Ebk6EJSCL,What is item color?,Silver,"['Silver', 'Gold', 'Black', 'Rose']"
81EcFzE1DlL,What is the frame material?,Wood,"['Wood', 'Metal', 'Plastic', 'Glass']"
81EcFzE1DlL,What is the item's shape?,Rectangle,"['Rectangle', 'Circle', 'Square', 'Oval']"
81EcFzE1DlL,What color is the frame?,Brown,"['Brown', 'Black', 'White', 'Gray']"
81EcIOUIGLL,What heel type?,Wedge,"['Wedge', 'Flat', 'Stiletto', 'Block']"
81EcIOUIGLL,What is closure type?,Buckle,"['Buckle', 'Zipper', 'Laces', 'Velcro']"
81EcIOUIGLL,What is footwear style?,Slingback,"['Slingback', 'Boot', 'Mule', 'Loafer']"
81EcWXrfI3L,What is its color?,Black,"['Black', 'Brown', 'White', 'Red']"
81EcWXrfI3L,How many shoes are there?,One,"['One', 'Two', 'Three', 'Zero']"
81EcWXrfI3L,What closure is visible?,,"['None', 'Laces', 'Buckle', 'Velcro']"
81Ebk0kJS7L,What is the color?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81Ebk0kJS7L,What object is this?,Phone,"['Phone', 'Bag', 'Shoe', 'Book']"
81Ebk0kJS7L,Is it glittery?,Yes,"['Yes', 'No', 'Maybe', 'Sometimes']"
81Ea2X33V3L,What shape is the case?,Rectangle,"['Rectangle', 'Triangle', 'Square', 'Circle']"
81Ea2X33V3L,What is the primary color?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81Ea2X33V3L,What does the item contain?,Boats,"['Boats', 'Cars', 'People', 'Houses']"
81EYV1N1ZjL,What is the case's color?,Black,"['Black', 'Red', 'White', 'Blue']"
81EYV1N1ZjL,What object is pictured?,Guitar,"['Guitar', 'Piano', 'Violin', 'Trumpet']"
81EYV1N1ZjL,How many colors are used?,Two,"['Two', 'One', 'Three', 'Four']"
81EYX5-WJFL,What's the dominant color?,Blue,"['Blue', 'Red', 'Orange', 'White']"
81EYX5-WJFL,What shape is visible?,Rectangle,"['Rectangle', 'Circle', 'Triangle', 'Square']"
81EYX5-WJFL,What shape is the logo?,Apple,"['Apple', 'Circle', 'Star', 'Square']"
81EZ-Bpt6ML,What color is the headboard?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81EZ-Bpt6ML,What is the skirt color?,White,"['White', 'Gray', 'Brown', 'Black']"
81EZ-Bpt6ML,What furniture is present?,Bed,"['Bed', 'Desk', 'Chair', 'Sofa']"
81EZ1jZrupL,What is the background shade?,Pink,"['Pink', 'Yellow', 'Orange', 'Blue']"
81EZ1jZrupL,What character is displayed?,Kitty,"['Kitty', 'Bear', 'Rabbit', 'Dog']"
81EZ1jZrupL,What is the shape of the frame?,Circle,"['Circle', 'Square', 'Triangle', 'Rectangle']"
81EZ5RPzGmL,What is pictured?,Drops,"['Drops', 'Flowers', 'Stars', 'Lines']"
81EZ5RPzGmL,What is the background?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
81EZ5RPzGmL,Is it glossy?,Yes,"['Yes', 'No', 'Maybe', 'Unclear']"
81Ea80YeIXL,What pattern is visible?,Striped,"['Striped', 'Spotted', 'Floral', 'Plaid']"
81Ea80YeIXL,What is the item?,Case,"['Case', 'Phone', 'Wallet', 'Charger']"
81Ea80YeIXL,What color is it?,Brown,"['Brown', 'Blue', 'Red', 'Green']"
81EZA5bcuoL,What color is the item?,Blue,"['Blue', 'Red', 'Yellow', 'Green']"
81EZA5bcuoL,What is this?,Case,"['Case', 'Bottle', 'Keyboard', 'Box']"
81EZA5bcuoL,How many cameras?,Two,"['Two', 'One', 'Three', 'Four']"
81EZXSchU-L,What object is this?,Phone,"['Phone', 'Laptop', 'Tablet', 'Book']"
81EZXSchU-L,What is the primary color?,Gray,"['Gray', 'Blue', 'Green', 'Red']"
81EZXSchU-L,What type of pattern is this?,Mosaic,"['Mosaic', 'Floral', 'Striped', 'Polka']"
81EZXrL7P0L,What color are they?,White,"['White', 'Black', 'Yellow', 'Green']"
81EZXrL7P0L,What do they illuminate?,Light,"['Light', 'Dark', 'Music', 'Shadows']"
81EZXrL7P0L,What kind of item?,Bulb,"['Bulb', 'Book', 'Bottle', 'Plate']"
81EZZg6jQxL,What is the box's quantity?,Six,"['Four', 'Six', 'Five', 'Three']"
81EZZg6jQxL,What animal is in the picture?,Dog,"['Cat', 'Dog', 'Rabbit', 'Bird']"
81EZZg6jQxL,What type is the dog?,Large,"['Small', 'Large', 'Medium', 'Tiny']"
81EZdzXng2L,What shape is visible?,Star,"['Star', 'Circle', 'Square', 'Triangle']"
81EZdzXng2L,What material appears?,Wood,"['Wood', 'Plastic', 'Metal', 'Glass']"
81EZdzXng2L,What color is present?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81EZrRSYGoL,What is the item color?,Silver,"['Silver', 'Gold', 'Bronze', 'Black']"
81EZrRSYGoL,What shape are the earrings?,Oval,"['Oval', 'Round', 'Square', 'Triangle']"
81EZrRSYGoL,How many earrings are shown?,Two,"['Two', 'One', 'Three', 'Four']"
81EZKj5TcFS,What color are these items?,Black,"['Black', 'White', 'Blue', 'Red']"
81EZKj5TcFS,How many items are visible?,Two,"['Two', 'One', 'Three', 'Four']"
81EZKj5TcFS,What is the item's shape?,Square,"['Square', 'Round', 'Triangle', 'Oval']"
81EcvWFjEBL,What is depicted?,Artwork,"['Artwork', 'Flowers', 'Building', 'Food']"
81EcvWFjEBL,Which hue is dominant?,Yellow,"['Yellow', 'Green', 'Blue', 'Red']"
81EcvWFjEBL,What is this?,Case,"['Case', 'Box', 'Bottle', 'Card']"
81Eemk0hxUL,What color is the shoe?,Black,"['Black', 'Brown', 'Red', 'Blue']"
81Eemk0hxUL,What is the shoe style?,Pump,"['Pump', 'Sandal', 'Boot', 'Sneaker']"
81Eemk0hxUL,What kind of closure is on the shoe?,,"['None', 'Buckle', 'Lace', 'Zipper']"
81EfL+nWogL,What is the shoe's color?,Gray,"['Gray', 'Pink', 'White', 'Black']"
81EfL+nWogL,What is item_name type?,Shoe,"['Shoe', 'Bag', 'Shirt', 'Pants']"
81EfL+nWogL,What is product_type?,Shoes,"['Shoes', 'Shirt', 'Belt', 'Watch']"
81EfVDNM0kL,What color are the sneakers?,Red,"['Red', 'Blue', 'Yellow', 'Green']"
81EfVDNM0kL,What is this item?,Sneakers,"['Sneakers', 'Shirt', 'Pants', 'Jacket']"
81EfVDNM0kL,What is the item's type?,Footwear,"['Footwear', 'Clothing', 'Accessories', 'Bag']"
81EfbtZS48L,What is the primary color?,Yellow,"['Yellow', 'Green', 'Purple', 'Brown']"
81EfbtZS48L,How many cameras are visible?,One,"['One', 'Two', 'Zero', 'Three']"
81EfbtZS48L,What object is depicted?,Case,"['Case', 'Phone', 'Tablet', 'Laptop']"
81Efqw0VsyL,What color is the box?,Black,"['Black', 'Gray', 'Blue', 'Red']"
81Efqw0VsyL,What is contained in the box?,Screwdrivers,"['Screwdrivers', 'Pencils', 'Paintbrushes', 'Markers']"
81Efqw0VsyL,How many rows of bits are there on the left?,Two,"['Two', 'Three', 'Four', 'One']"
81Eg6OC8xmL,What color is the item?,Black,"['Red', 'Black', 'Blue', 'Green']"
81Eg6OC8xmL,What is the pattern?,Floral,"['Stripes', 'Floral', 'Dots', 'Plaid']"
81Eg6OC8xmL,What is the item?,Case,"['Case', 'Wallet', 'Cover', 'Strap']"
81Eg7XJ2-RL,What is its material?,Denim,"['Denim', 'Leather', 'Suede', 'Canvas']"
81Eg7XJ2-RL,What is its style?,Boat,"['Boat', 'Slip-on', 'Running', 'Sneaker']"
81Eg7XJ2-RL,What is its sole color?,White,"['White', 'Black', 'Brown', 'Blue']"
81EgD9N7IdL,What is the primary color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81EgD9N7IdL,What is the product?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
81EgD9N7IdL,How many colors are seen?,Multiple,"['Multiple', 'One', 'Two', 'Three']"
81EgEU5MvvL,What is the dominant color?,Silver,"['Silver', 'Gold', 'Red', 'Blue']"
81EgEU5MvvL,What are the shapes?,Hexagons,"['Hexagons', 'Squares', 'Circles', 'Triangles']"
81EgEU5MvvL,What do they fasten?,Bolts,"['Bolts', 'Screws', 'Nails', 'Clips']"
81EgEqvw+cL,What is the object's pattern?,Stars,"['Stars', 'Stripes', 'Polka dots', 'Plaid']"
81EgEqvw+cL,What color is the case?,Silver,"['Silver', 'Black', 'Blue', 'Red']"
81EgEqvw+cL,What is depicted on the product?,Tree,"['Tree', 'House', 'Flower', 'Car']"
81EfzSrJKRL,What color are these suitcases?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81EfzSrJKRL,What are the bags made for?,Travel,"['Travel', 'School', 'Groceries', 'Laundry']"
81EfzSrJKRL,What shape is on the bags?,Diamond,"['Diamond', 'Circle', 'Square', 'Triangle']"
81EegM0zm9L,What word is predominantly displayed?,Girl,"['Girl', 'Boss', 'Case', 'Item']"
81EegM0zm9L,What is the primary color?,Pink,"['Pink', 'Black', 'Clear', 'White']"
81EegM0zm9L,What type of item?,Case,"['Case', 'Cover', 'Phone', 'Protector']"
81EdA+eEEfL,What color is the jewelry?,Silver,"['Silver', 'Gold', 'Bronze', 'Black']"
81EdA+eEEfL,What is the product type?,Necklace,"['Necklace', 'Ring', 'Bracelet', 'Earrings']"
81EdA+eEEfL,How many items are there?,One,"['One', 'Two', 'Three', 'Zero']"
81EdEIYOlnL,What is the item's color?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81EdEIYOlnL,What is the object?,Phone,"['Phone', 'Book', 'Wallet', 'Laptop']"
81EdEIYOlnL,Which material is it?,Wood,"['Wood', 'Metal', 'Glass', 'Plastic']"
81EdKcYz63L,What pattern is visible?,Mosaic,"['Mosaic', 'Stripes', 'Floral', 'Plaid']"
81EdKcYz63L,What is the phone's design?,Patterned,"['Patterned', 'Plain', 'Transparent', 'Glittery']"
81EdKcYz63L,What color do you see?,Gray,"['Gray', 'Blue', 'Green', 'Red']"
81EdU+HyA-L,What color is this?,Black,"['Black', 'White', 'Red', 'Blue']"
81EdU+HyA-L,What shape is it?,Square,"['Square', 'Round', 'Triangle', 'Oval']"
81EdU+HyA-L,What is this?,Ottoman,"['Ottoman', 'Chair', 'Table', 'Bed']"
81EdWnO8UrL,What is the shoe's main color?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81EdWnO8UrL,What are the laces?,Laces,"['Laces', 'Velcro', 'Buckles', 'Straps']"
81EdWnO8UrL,What is this?,Shoe,"['Shoe', 'Shirt', 'Pants', 'Hat']"
81EdhQIBJ+L,What is the item's predominant hue?,Blue,"['Green', 'Blue', 'Red', 'Yellow']"
81EdhQIBJ+L,What is the item's material?,Leather,"['Fabric', 'Leather', 'Plastic', 'Metal']"
81EdhQIBJ+L,What is the item?,Shoe,"['Shirt', 'Shoe', 'Pants', 'Hat']"
81EdkcRZv4L,What flavor is indicated?,Cinnamon,"['Cinnamon', 'Vanilla', 'Chocolate', 'Strawberry']"
81EdkcRZv4L,What is the brand?,Prime,"['Prime', 'Hershey', 'Snickers', ""Reese's""]"
81EdkcRZv4L,What are in the bag?,Almonds,"['Almonds', 'Peanuts', 'Cashews', 'Walnuts']"
81EdzK+8SHL,What is the primary pattern?,Striped,"['Striped', 'Polka dots', 'Floral', 'Solid']"
81EdzK+8SHL,What is the buckle's shape?,Rectangle,"['Rectangle', 'Square', 'Circular', 'Oval']"
81EdzK+8SHL,What color is buckle?,Gold,"['Gold', 'Silver', 'Black', 'Brown']"
81EeJaS84sL,What word is written?,Love,"['Love', 'Sand', 'Hate', 'Name']"
81EeJaS84sL,What is the background?,Sand,"['Sand', 'Ocean', 'Stars', 'Clouds']"
81EeJaS84sL,What is the item?,Case,"['Case', 'Charger', 'Phone', 'Screen']"
81EeQyxbMUL,What's the dominant color?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81EeQyxbMUL,What is shown?,Cliffs,"['Cliffs', 'Cars', 'Flowers', 'Buildings']"
81EeQyxbMUL,What type is it?,Product,"['Product', 'Food', 'Animal', 'Person']"
81Eec1qPKaL,What is the phone case's pattern style?,Cracked,"['Cracked', 'Floral', 'Striped', 'Solid']"
81Eec1qPKaL,What kind of material is pictured?,Plastic,"['Plastic', 'Metal', 'Leather', 'Fabric']"
81Eec1qPKaL,What is the case's dominant visual element?,Grit,"['Grit', 'Logo', 'Strap', 'Clip']"
81EF+Rpa-4L,What color is this item_name?,Black,"['Black', 'Blue', 'Red', 'Green']"
81EF+Rpa-4L,How many wheels does this product_type have?,Four,"['Four', 'Two', 'Six', 'Eight']"
81EF+Rpa-4L,What is the item_name?,Suitcase,"['Suitcase', 'Bag', 'Box', 'Backpack']"
81EEw6nqOUL,What is the main color?,Gray,"['Gray', 'Blue', 'Green', 'Red']"
81EEw6nqOUL,What is this item?,Backpack,"['Backpack', 'Bottle', 'Shoes', 'Jacket']"
81EEw6nqOUL,What is on top?,Logo,"['Logo', 'Handle', 'Zipper', 'Pocket']"
81EEtoX51dL,What is dominant color?,Yellow,"['Yellow', 'Green', 'Blue', 'Red']"
81EEtoX51dL,What's the item's shape?,Rectangle,"['Rectangle', 'Circle', 'Square', 'Triangle']"
81EEtoX51dL,What is the item?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
81DtK9i-AkL,What color is the bottom stripe?,Red,"['Red', 'Blue', 'White', 'Yellow']"
81DtK9i-AkL,What is the case made for?,Phone,"['Phone', 'Tablet', 'Laptop', 'Camera']"
81DtK9i-AkL,How many stripes are blue?,One,"['One', 'Two', 'Three', 'Zero']"
81DtLjpYMUL,What is the prominent hue?,Pink,"['Pink', 'Blue', 'Yellow', 'Green']"
81DtLjpYMUL,What form is visible?,Rectangle,"['Rectangle', 'Triangle', 'Circle', 'Square']"
81DtLjpYMUL,What is the product?,Case,"['Case', 'Bag', 'Toy', 'Book']"
81DtqF96WfL,What shape is this?,Sectional,"['Sectional', 'Round', 'Square', 'Rectangular']"
81DtqF96WfL,What hue is this?,Beige,"['Beige', 'Red', 'Green', 'Blue']"
81DtqF96WfL,What kind of item?,Couch,"['Couch', 'Chair', 'Table', 'Bed']"
81Dtw7Ve0hL,What is the dominant pattern?,Cracked,"['Cracked', 'Striped', 'Spotted', 'Floral']"
81Dtw7Ve0hL,What is the text color?,Yellow,"['Yellow', 'Red', 'Blue', 'Green']"
81Dtw7Ve0hL,What is written?,Supergirl,"['Supergirl', 'Superman', 'Awesome', 'Amazing']"
81Du1BP8TDL,What brand is visible?,Happy,"['Happy', 'Espresso', 'Organic', 'Ground']"
81Du1BP8TDL,What type of roast is it?,Espresso,"['Espresso', 'French', 'Dark', 'Light']"
81Du1BP8TDL,What food is this?,Coffee,"['Coffee', 'Cocoa', 'Chips', 'Tea']"
81DtJxFz93L,What's the case's background?,Gray,"['Gray', 'White', 'Green', 'Black']"
81DtJxFz93L,What are the letters?,Text,"['Text', 'Shapes', 'People', 'Animals']"
81DtJxFz93L,What's the item's type?,Phonecase,"['Phonecase', 'Book', 'Pillow', 'Shirt']"
81Du4NwnDnL,What color is the furniture?,Brown,"['Brown', 'Green', 'Blue', 'Red']"
81Du4NwnDnL,What shape is the label?,Circle,"['Circle', 'Square', 'Triangle', 'Rectangle']"
81Du4NwnDnL,What is located in the corner?,Plant,"['Plant', 'Painting', 'Carpet', 'Books']"
81DuEV2pYlL,What animal is pictured?,Horse,"['Horse', 'Dog', 'Cat', 'Cow']"
81DuEV2pYlL,What color is the animal?,White,"['White', 'Brown', 'Black', 'Gray']"
81DuEV2pYlL,What is holding the image?,Frame,"['Frame', 'Wall', 'Stand', 'Easel']"
81DuGUMNkWL,What shape is the ornament?,Heart,"['Heart', 'Square', 'Circle', 'Triangle']"
81DuGUMNkWL,What is the color of the phone case?,Black,"['Black', 'White', 'Blue', 'Green']"
81DuGUMNkWL,What direction is the phone?,Vertical,"['Vertical', 'Horizontal', 'Diagonal', 'Slanted']"
81DuJYO2GDL,What is the pepper's hue?,Various,"['Various', 'Purple', 'Black', 'White']"
81DuJYO2GDL,Are peppers packaged?,Yes,"['Yes', 'No', 'Maybe', 'Perhaps']"
81DuJYO2GDL,How many peppers?,Several,"['Several', 'One', 'Two', 'Zero']"
81DuRAey81S,What material is the pump mostly made of?,Metal,"['Metal', 'Plastic', 'Rubber', 'Glass']"
81DuRAey81S,What is the handle's shape?,Circular,"['Circular', 'Square', 'Triangular', 'Rectangular']"
81DuRAey81S,Is the stopper bright?,No,"['No', 'Yes', 'Maybe', 'Bright']"
81Du4wdP1tL,What is the predominant color?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
81Du4wdP1tL,What laces are shown?,White,"['White', 'Black', 'Brown', 'Blue']"
81Du4wdP1tL,What type of footwear is this?,Sneakers,"['Sneakers', 'Boots', 'Sandals', 'Slippers']"
81DuWLvAQQL,What is the color of the product?,Brown,"['Brown', 'Blue', 'Red', 'Green']"
81DuWLvAQQL,What is this an image of?,Bracelet,"['Bracelet', 'Necklace', 'Ring', 'Earrings']"
81DuWLvAQQL,What shape are the beads?,Round,"['Round', 'Square', 'Oval', 'Rectangular']"
81DtCl0QvjL,What letter is featured?,S,"['S', 'P', 'A', 'R']"
81DtCl0QvjL,What is the main background color?,Black,"['Black', 'Blue', 'Red', 'Green']"
81DtCl0QvjL,What material covers the back?,Denim,"['Denim', 'Leather', 'Metal', 'Plastic']"
81Dsf1NuPYL,What is the color?,Grey,"['Grey', 'Red', 'Blue', 'Green']"
81Dsf1NuPYL,What is this?,Bag,"['Bag', 'Bottle', 'Book', 'Box']"
81Dsf1NuPYL,What is the item_name?,Item_name,"['Item_name', 'Handle', 'Buckle', 'Label']"
81DrpSb1RIL,What is the main color?,Yellow,"['Yellow', 'Black', 'Blue', 'White']"
81DrpSb1RIL,What is this item?,Cover,"['Cover', 'Phone', 'Painting', 'Laptop']"
81DrpSb1RIL,Is the item rectangular?,Yes,"['Yes', 'No', 'Maybe', 'Possibly']"
81Ds9-77VRL,What letter is displayed?,Q,"['Q', 'P', 'A', 'R']"
81Ds9-77VRL,What material is pictured?,Denim,"['Denim', 'Leather', 'Cotton', 'Silk']"
81Ds9-77VRL,What color is the background?,Black,"['Black', 'Blue', 'White', 'Gray']"
81DsEtOo4xL,What color is the dog?,White,"['White', 'Brown', 'Black', 'Gray']"
81DsEtOo4xL,Which animal is present?,Dog,"['Dog', 'Cat', 'Bird', 'Horse']"
81DsEtOo4xL,What is the image about?,Dog,"['Dog', 'Landscape', 'Food', 'Building']"
81DsIlHCDvL,What covers the mountain?,Snow,"['Snow', 'Grass', 'Trees', 'Dirt']"
